카테고리,상품명,창고,설명,공급가,택배사,택배비,면과세,사진,노출
축산물,끝판왕 투뿔 꽃등심 200g,생고,생고 공급,18000,한진택배,4000,면세,,표시
축산물,깔끔손질 투뿔국거리 500g,생고,생고 공급,14000,한진택배,4000,면세,,표시
축산물,깔끔손질 투뿔국거리 300g,생고,생고 공급,8300,한진택배,4000,면세,,표시
수산물,한우 육회 180g,생고,생고 공급,10000,한진택배,4000,면세,,표시
수산물,당일도축 육회 180g,생고,생고 공급,10000,한진택배,4000,면세,,표시
수산물,소문난 육회&사시미 세트,생고,생고 공급,20800,한진택배,4000,면세,,표시
축산물,한우 육사시미 180g,생고,생고 공급,13000,한진택배,4000,면세,,표시
축산물,당일도축 뭉티기 180g,생고,생고 공급,13000,한진택배,4000,면세,,표시
축산물,고추장 오리주물럭 300g,김포,김포 공급,5500,씨제이대한통운,4000,과세,,표시
축산물,국내산 등갈비 1kg,김포,김포 공급,12000,씨제이대한통운,4000,면세,,표시
축산물,투쁠 한우 국거리 1kg,김포,김포 공급,21000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,솔잎 순살돼지왕구이 1+1,김포,김포 공급,28500,씨제이대한통운,4000,과세,,표시
축산물,쫄깃 닭목살 1kg,김포,김포 공급,7500,씨제이대한통운,4000,면세,,표시
축산물,따끈따끈 소곱창전골 1kg,김포,김포 공급,8000,씨제이대한통운,4000,과세,meal-6.webp,표시
축산물,투쁠 한우 국거리 200g,김포,김포 공급,6500,씨제이대한통운,4000,면세,,표시
수산물,꽉찬 오징어까스 1kg,김포,김포 공급,7500,씨제이대한통운,4000,과세,meal-7.webp,표시
축산물,간장 오리주물럭 300g,김포,김포 공급,5500,씨제이대한통운,4000,과세,,표시
축산물,생생 오리로스 300g,김포,김포 공급,6200,씨제이대한통운,4000,면세,,표시
축산물,돈찜갈비 1kg,김포,김포 공급,11500,씨제이대한통운,4000,면세,,표시
축산물,명품 LA꽃갈비 2kg,김포,김포 공급,43000,씨제이대한통운,4000,면세,,표시
떡·간식,옛날 쑥개떡 12개입,김포,김포 공급,7000,씨제이대한통운,4000,과세,meal-8.webp,표시
수산물,꽉찬 새우까스 1kg,김포,김포 공급,7500,씨제이대한통운,4000,과세,,표시
축산물,특수부위 돈살치살 200g,김포,김포 공급,3500,씨제이대한통운,4000,과세,,표시
축산물,한우 도가니 사골세트 4.8kg,김포,김포 공급,26000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,와사비 솔트,김포,김포 공급,2000,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,쯔란 30g,김포,김포 공급,1700,씨제이대한통운,4000,과세,,표시
수산물,국내산 자반 고등어 가정용 10미,부산,부산 공급,12400,씨제이대한통운,4000,면세,,표시
수산물,자반고등어 10미 대,부산,부산 공급,18900,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,봉어묵 2kg,부산,부산 공급,8700,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,사각어묵 2kg,부산,부산 공급,8700,씨제이대한통운,4000,과세,,표시
축산물,국내산 오리 주물럭 400g,부산,부산 공급,6600,씨제이대한통운,4000,과세,,표시
수산물,급냉 활 낙지 6미,부산,부산 공급,9900,씨제이대한통운,4000,면세,,표시
축산물,화끈 숯불 양념 닭갈비 400g,부산,부산 공급,7000,씨제이대한통운,4000,과세,,표시
축산물,듀록 삼겹살 500g,북구,북구 공급,5500,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,듀록 꽃삼겹 500g,북구,북구 공급,6000,씨제이대한통운,4000,면세,,표시
축산물,가격파괴 장조림사태 1kg,북구,북구 공급,28000,씨제이대한통운,4000,면세,,표시
축산물,1등급 꽃등심 200g,북구,북구 공급,12500,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 치마살 200g,북구,북구 공급,15000,씨제이대한통운,4000,면세,,표시
축산물,1등급 꽃갈비살 200g,북구,북구 공급,17000,씨제이대한통운,4000,면세,,표시
축산물,1등급 살치살 200g,북구,북구 공급,17000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 채끝살 200g,북구,북구 공급,13000,씨제이대한통운,4000,면세,,표시
축산물,1등급 부채살 200g,북구,북구 공급,12000,씨제이대한통운,4000,면세,,표시
축산물,1등급 부채살 300g,북구,북구 공급,15000,씨제이대한통운,4000,면세,,표시
축산물,1등급 꽃등심 300g,북구,북구 공급,18000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 채끝살 300g,북구,북구 공급,18000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 치마살 300g,북구,북구 공급,21000,씨제이대한통운,4000,면세,,표시
축산물,1등급 황제꽃갈비살 300g,북구,북구 공급,24000,씨제이대한통운,4000,면세,,표시
축산물,1등급 등심스테이크 300g,북구,북구 공급,17000,씨제이대한통운,4000,면세,,표시
축산물,1등급 눈꽃살치살 300g,북구,북구 공급,24000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 채끝스테이크 300g,북구,북구 공급,17000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,1등급 부채스테이크 300g,북구,북구 공급,14000,씨제이대한통운,4000,면세,,표시
수산물,채끝새우살 400g,북구,북구 공급,23000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,립아이스테이크 600g,북구,북구 공급,29000,씨제이대한통운,4000,면세,,표시
수산물,프리미엄 꽃갈치세트,북구,북구 공급,26000,씨제이대한통운,4000,면세,,표시
축산물,소고기 특수부위모듬 600g,북구,북구 공급,45000,씨제이대한통운,4000,면세,,표시
축산물,미국산 우대갈비 400g,팡팡,팡팡 공급,12600,한진택배,4000,면세,,표시
축산물,호주산 양갈비 500g,팡팡,팡팡 공급,11000,한진택배,4000,면세,,표시
축산물,양념 안심살 구이 300g,팡팡,팡팡 공급,5100,한진택배,4000,과세,,표시
간편식품·밀키트,녹차돼지왕구이 400g,팡팡,팡팡 공급,5900,한진택배,4000,과세,,표시
간편식품·밀키트,제주흑돼지 왕구이 1.2kg,팡팡,팡팡 공급,7500,한진택배/씨제이대한통운,4000,과세,,표시
축산물,미국산 마늘폭탄 갈비살 400g,팡팡,팡팡 공급,8600,한진택배,4000,과세,,표시
축산물,제주흑돼지 고추장불고기 400g,팡팡,팡팡 공급,4600,한진택배,4000,과세,,표시
간편식품·밀키트,제주 흑돼지 고추장 왕구이 1.2kg,팡팡,팡팡 공급,7600,한진택배,4000,과세,,표시
간편식품·밀키트,양념 안창살 400g,팡팡,팡팡 공급,6700,한진택배,4000,과세,,표시
축산물,뉴질랜드 양념 토시살 400g,팡팡,팡팡 공급,6700,한진택배,4000,과세,,표시
축산물,미국산 양념 LA갈비 500g,팡팡,팡팡 공급,8600,한진택배,4000,과세,,표시
축산물,쫀득 순살족발 200g,팡팡,팡팡 공급,4700,한진택배,4000,과세,,표시
축산물,국내산 대패삼겹살 300g,팡팡,팡팡 공급,5800,한진택배,4000,면세,,표시
축산물,뉴질랜드 토시살 300g,팡팡,팡팡 공급,7900,한진택배,4000,면세,,표시
간편식품·밀키트,뉴질랜드 안창살 300g,팡팡,팡팡 공급,7900,한진택배,4000,면세,,표시
축산물,미국산 부채살 200g,팡팡,팡팡 공급,7100,한진택배,4000,면세,,표시
축산물,미국산 우삼겹 200g,팡팡,팡팡 공급,4300,한진택배,4000,면세,,표시
축산물,미국산 업진살 200g,팡팡,팡팡 공급,4800,한진택배,4000,면세,,표시
축산물,미국산 안심살구이 200g,팡팡,팡팡 공급,5900,한진택배,4000,면세,,표시
축산물,미국산 소갈비살 200g,팡팡,팡팡 공급,6200,한진택배,4000,면세,,표시
축산물,제주흑돼지 대패구이 500g,팡팡,팡팡 공급,5900,한진택배,4000,면세,,표시
축산물,미국산 척아이롤등심 200g,팡팡,팡팡 공급,6700,한진택배,4000,면세,,표시
축산물,깔끔 투쁠 국거리 1kg,팡팡,팡팡 공급,21000,한진택배,4000,면세,,표시
떡·간식,옛날 바람떡 1kg,떡창고,떡창고 공급,7000,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,진한 호박고지 찰시루떡 7개,떡창고,떡창고 공급,10000,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,카스테라 단호박 인절미 7개,떡창고,떡창고 공급,10000,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,상주 오디 인절미 12개,떡창고,떡창고 공급,7800,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,할매 흑임자 인절미 40개,떡창고,떡창고 공급,9300,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,찹쌀콩쑥 행복세트 12개,떡창고,떡창고 공급,7800,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,강화 사자발 약쑥 떡 12개,떡창고,떡창고 공급,7900,씨제이대한통운,4000,과세,,표시
떡·간식,미니미니 팥 찹쌀떡 56개,떡창고,떡창고 공급,8800,씨제이대한통운,4000,과세,,표시
떡·간식,프리미엄 콩 쑥개떡 20개,떡창고,떡창고 공급,8800,씨제이대한통운,4000,과세,,표시
떡·간식,프리미엄 왕 찹쌀떡 20개,떡창고,떡창고 공급,8400,씨제이대한통운,4000,과세,,표시
축산물,오리지널 콩 인절미 48개,떡창고,떡창고 공급,7700,씨제이대한통운,4000,과세,,표시
떡·간식,알록달록 4색 찹쌀떡 20개,떡창고,떡창고 공급,10100,씨제이대한통운,4000,과세,,표시
축산물,한돈 냉장 삼겹살500g,창원,창원 공급,12500,롯데택배,4000,면세,,표시
간편식품·밀키트,도란도란 세트 1kg,창원,창원 공급,23500,롯데택배,4000,면세,,표시
축산물,육향가득 소고기 세트 1kg,창원,창원 공급,24500,롯데택배,4000,면세,,표시
축산물,원뿔 한우 꽃등심 200g,창원,창원 공급,18000,롯데택배,4000,면세,,표시
축산물,수원식 구름갈비 600g,창원,창원 공급,24000,롯데택배,4000,면세,,표시
축산물,야들야들 우삼겹 200g,창원,창원 공급,3800,롯데택배,4000,면세,,표시
축산물,국내산 돈차돌 500g,창원,창원 공급,9000,롯데택배,4000,면세,,표시
축산물,초이스 살치살 200g,창원,창원 공급,7900,롯데택배,4000,면세,,표시
축산물,쫄깃 부채살 200g,창원,창원 공급,5900,롯데택배,4000,면세,,표시
축산물,깔끔 등심 200g,창원,창원 공급,6000,롯데택배,4000,면세,,표시
축산물,특상 소고기모듬 600g,창원,창원 공급,16500,롯데택배,4000,면세,,표시
축산물,탑초이스 LA꽃갈비 1kg,창원,창원 공급,37000,롯데택배,4000,면세,,표시
축산물,초이스 양념 갈비살 1kg,창원,창원 공급,23000,롯데택배,4000,과세,,표시
수산물,통찜한치 1팩,키트,키트 공급,4500,롯데택배,4000,면세,,표시
수산물,반건조오징어 5미 550g급,키트,키트 공급,12700,롯데택배,4000,면세,,표시
수산물,반건조오징어 5미 350g급,키트,키트 공급,7800,롯데택배,4000,면세,,표시
수산물,통손질 오징어 2미 260g,키트,키트 공급,4400,롯데택배,4000,면세,,표시
수산물,통손질 오징어 2미 320g,키트,키트 공급,5200,롯데택배,4000,면세,,표시
수산물,통찜용 오징어 500g,키트,키트 공급,5000,롯데택배,4000,면세,,표시
수산물,자숙 범고동 500g,키트,키트 공급,4500,롯데택배,4000,면세,,표시
수산물,손질 오징어 링채 200g,키트,키트 공급,3500,롯데택배,4000,면세,,표시
수산물,손질 통갑오징어 2미 450g,키트,키트 공급,10200,롯데택배,4000,면세,,표시
간편식품·밀키트,찐 불향 오돌뼈볶음 300g,푸카,푸카 공급,4000,로젠택배,4000,과세,,표시
수산물,활 홍가리비 1kg,이성,이성 공급,6000,씨제이대한통운,4000,면세,,표시
축산물,생오리 슬라이스 500g,주오,주오 공급,6800,한진택배,4000,면세,,표시
수산물,국내산 순살갈치 250g,여수,여수 공급,4100,씨제이대한통운,4000,면세,,표시
수산물,동해안 피문어 1kg,성수,성수 공급,44000,로젠택배,4000,면세,,표시
수산물,찐 불향 쭈꾸미볶음 순한맛 300g,푸카,푸카 공급,7000,로젠택배,4000,과세,,표시
수산물,찐 불향 쭈꾸미볶음 매운맛 300g,푸카,푸카 공급,7000,로젠택배,4000,과세,,표시
김치·반찬,열무김치 2kg,김치,김치 공급,8600,씨제이대한통운,2500,면세,,표시
간편식품·밀키트,연평도 순살게장 200g,제프,제프 공급,8600,롯데택배,4000,과세,,표시
간편식품·밀키트,연평도 순살 양념게장 200g,제프,제프 공급,8300,롯데택배,4000,과세,,표시
수산물,비만 바다장어 1kg,이성,이성 공급,13500,씨제이대한통운,4000,면세,,표시
수산물,왕 바지락 1kg,이성,이성 공급,5000,씨제이대한통운,4000,면세,,표시
수산물,깐 바지락 500g,이성,이성 공급,9000,씨제이대한통운,4000,면세,,표시
수산물,찐 불향 쭈꾸미볶음 300g,푸카,푸카 공급,7000,로젠택배,4000,과세,meal-4.webp,표시
계란·유제품,구운계란 한판,계란,계란 공급,9600,씨제이대한통운,2500,과세,,표시
축산물,한우곱창모듬 1kg,고령,고령 공급,24500,씨제이대한통운,4000,면세,,표시
수산물,국내산 급냉 오징어 1팩,알가,알가 공급,13000,씨제이대한통운,4000,면세,,표시
수산물,정품 반건조 오징어 350g급,원수,원수 공급,7800,우체국택배,4000,면세,,표시
수산물,정품 반건조 오징어 450g급,원수,원수 공급,9800,우체국택배,4000,면세,,표시
수산물,정품 반건조 오징어 550g급,원수,원수 공급,12500,우체국택배,4000,면세,,표시
수산물,정품 반건조 오징어 650g급,원수,원수 공급,14500,우체국택배,4000,면세,,표시
수산물,정품 반건조 오징어 1kg급,원수,원수 공급,22000,우체국택배,4000,면세,,표시
수산물,정품 반건조 오징어 1.2kg급,원수,원수 공급,26000,우체국택배,4000,면세,,표시
축산물,깔끔 투쁠 국거리 1kg,팡유,팡유 공급,21400,한진택배,4000,면세,,표시
축산물,한우 소머리스지 전골 1.7kg,우리,우리 공급,21000,로젠택배,4000,과세,,표시
축산물,뒷고기모듬 500g,대구,대구 공급,10200,롯데택배,4000,면세,,표시
수산물,가성비 임연수 10미,강씨,강씨 공급,8000,씨제이대한통운,4000,면세,,표시
수산물,반건조 임연수 5미 400g급,강씨,강씨 공급,5500,씨제이대한통운,4000,면세,,표시
축산물,한우 곱창 200g,고령,고령 공급,8500,씨제이대한통운,4000,면세,,표시
축산물,한우 대창 200g,고령,고령 공급,8500,씨제이대한통운,4000,면세,,표시
축산물,한우 염통 200g,고령,고령 공급,5000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,대도리탕 밀키트 1kg,고령,고령 공급,17000,씨제이대한통운,4000,면세,,표시
축산물,한우캠핑세트 1.6kg,고령,고령 공급,32800,씨제이대한통운,4000,면세,,표시
김치·반찬,여수 갓김치 2kg,김치,김치 공급,9000,씨제이대한통운,2500,면세,,표시
김치·반찬,알타리 총각김치 5kg,김치,김치 공급,23000,씨제이대한통운,4000,면세,,표시
김치·반찬,알타리 총각김치 10kg,김치,김치 공급,41500,씨제이대한통운,4000,면세,,표시
김치·반찬,알타리 총각김치 2kg,김치,김치 공급,10000,씨제이대한통운,2500,면세,,표시
간편식품·밀키트,녹돈 후지슬라이스 500g,녹돈,녹돈 공급,5800,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,녹돈 전지슬라이스 500g,녹돈,녹돈 공급,8500,씨제이대한통운,4000,면세,,표시
축산물,녹돈 찌개용 뒷다리살 500g,녹돈,녹돈 공급,5800,씨제이대한통운,4000,면세,,표시
축산물,녹돈 삼겹살500g,녹돈,녹돈 공급,13500,씨제이대한통운,4000,면세,,표시
축산물,녹돈 육즙 목살 500g,녹돈,녹돈 공급,13500,씨제이대한통운,4000,면세,,표시
축산물,녹돈 담백 가브리살 500g,녹돈,녹돈 공급,20000,씨제이대한통운,4000,면세,,표시
축산물,녹돈 삼겹수육 500g,녹돈,녹돈 공급,13500,씨제이대한통운,4000,면세,,표시
농산물·과일,노지 흙쪽파 1kg,농원,농원 공급,6000,로젠택배,4000,면세,,표시
간편식품·밀키트,햇 약단밤 1kg,햇밤,햇밤 공급,9000,롯데택배,4000,면세,,표시
수산물,반건조 박대 5미,반건,반건 공급,8000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,깔끔 깐대하 500g,킹대,킹대 공급,16000,롯데택배,4000,면세,,표시
김치·반찬,여수 갓김치 1kg,여수,여수 공급,4500,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,오독오독 오소리 300g,대구,대구 공급,4700,롯데택배,4000,과세,,표시
간편식품·밀키트,돈뽈항정 500g,대구,대구 공급,10000,롯데택배,4000,면세,,표시
간편식품·밀키트,도래창 500g,대구,대구 공급,4200,롯데택배,4000,면세,,표시
간편식품·밀키트,뽈살 500g,대구,대구 공급,10000,롯데택배,4000,면세,,표시
축산물,차돌뒷고기 500g,대구,대구 공급,11000,롯데택배,4000,면세,,표시
간편식품·밀키트,뒷마카세 1kg,대구,대구 공급,12500,롯데택배,4000,면세,,표시
간편식품·밀키트,제주 흑돼지 오겹살 500g,대비,대비 공급,21000,씨제이대한통운/한진택배,4000,면세,,표시
축산물,제주 흑돼지 항정살 300g,대비,대비 공급,18000,씨제이대한통운/한진택배,4000,면세,,표시
축산물,제주 흑돼지 갈매기살 300g,대비,대비 공급,13000,씨제이대한통운/한진택배,4000,면세,,표시
수산물,한방 암꽃게장 2kg,디디,디디 공급,7600,씨제이대한통운,4000,과세,,표시
수산물,갓성비 저염 명란젓 400g,디디유,디디유 공급,7500,씨제이대한통운,4000,과세,,표시
수산물,양념 새꼬막무침 400g,디디유,디디유 공급,6500,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,저염 명란 젓갈 400g,디즈,디즈 공급,8400,롯데택배,4000,과세,,표시
수산물,흰다리새우회 175g,딱새,딱새 공급,12000,씨제이대한통운,4000,면세,,표시
축산물,대창 닭갈비 750g,리고,리고 공급,7500,롯데택배,4000,과세,,표시
수산물,프리미엄 민물장어 2kg,민장,민장 공급,39000,로젠택배/씨제이대한통운,4000,면세,,표시
수산물,특왕 민물장어 1kg,민장,민장 공급,20000,로젠택배/씨제이대한통운,4000,면세,,표시
수산물,통실 민물장어 1kg,민장,민장 공급,19000,로젠택배/씨제이대한통운,4000,면세,,표시
수산물,갓성비 민물장어 1kg,민장,민장 공급,17500,로젠택배/씨제이대한통운,4000,면세,,표시
수산물,민물장어 1kg,민장,민장 공급,18500,로젠택배/씨제이대한통운,4000,면세,,표시
간편식품·밀키트,밥도둑 오이지 500g,반찬,반찬 공급,9500,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,아삭 오이소박이 1kg,반찬,반찬 공급,9000,씨제이대한통운,4000,면세,,표시
축산물,한돈 등심돈까스 130g,밥상,밥상 공급,2500,우체국택배,4000,과세,,표시
축산물,한돈 치즈돈까스 130g,밥상,밥상 공급,2800,우체국택배,4000,과세,,표시
떡·간식,서산6쪽마늘 떡갈비 1팩,밥상,밥상 공급,2600,우체국택배,4000,과세,,표시
간편식품·밀키트,버터 피데기 750g급,버피,버피 공급,16100,로젠택배,4000,면세,,표시
수산물,총알한치 500g,버피,버피 공급,4200,로젠택배,4000,면세,,표시
간편식품·밀키트,버터 피데기 1kg급,버피,버피 공급,21000,로젠택배,4000,면세,,표시
수산물,멸치수제비 6인분,삼푸,삼푸 공급,4600,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,짜장면 5인분,삼푸,삼푸 공급,5300,씨제이대한통운,4000,과세,,표시
수산물,멸치칼국수 6인분,삼푸,삼푸 공급,4600,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,장칼국수 6인분,삼푸,삼푸 공급,4900,씨제이대한통운,4000,과세,,표시
간편식품·밀키트,장수제비 6인분,삼푸,삼푸 공급,4900,씨제이대한통운,4000,과세,,표시
축산물,초이스 양념 LA꽃갈비 1kg,스키,스키 공급,22500,씨제이대한통운,4000,과세,,표시
축산물,초이스 양념 LA갈비 1kg,스키,스키 공급,23000,씨제이대한통운,4000,과세,,표시
수산물,기력회복 추어탕 500g,아드,아드 공급,2700,롯데택배,4000,면세,,표시
수산물,새꼬막 무침 300g 2통,여수,여수 공급,12300,씨제이대한통운,4000,과세,,표시
수산물,국내산 반건조 민어 4미,여수,여수 공급,18000,씨제이대한통운,4000,면세,,표시
수산물,조기굴비 1kg,영광유,영광유 공급,16000,씨제이대한통운,4000,면세,,표시
축산물,지리산 흑돼지 뒷고기 200g,오농,오농 공급,2800,씨제이대한통운,4000,면세,,표시
축산물,지리산 흑돼지 우대갈비 600g,오농,오농 공급,10300,씨제이대한통운,4000,면세,,표시
축산물,지리산 흑돼지 목살 200g,오농,오농 공급,7200,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,볶음용 흑돼지 전지 200g,오농,오농 공급,4500,씨제이대한통운,4000,면세,,표시
축산물,흑돼지 뒷고기 모듬 500g,오농,오농 공급,5500,씨제이대한통운,4000,면세,,표시
수산물,건오징어 5미 250g,오징,오징 공급,17000,씨제이대한통운,4000,면세,,표시
축산물,한우 곱내장 전골 1.2kg,우리,우리 공급,16500,로젠택배,4000,면세,,표시
수산물,참치 세미도로 필렛 500g,우푸,우푸 공급,45000,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,참다랑어 뱃살 100g,우푸,우푸 공급,10300,씨제이대한통운,4000,면세,,표시
수산물,토막 은갈치 특대 450g급,제수,제수 공급,27000,롯데택배,4000,면세,,표시
수산물,토막 은갈치 대짜 350g급,제수,제수 공급,16600,롯데택배,4000,면세,,표시
수산물,반건조 참가자미 4미,제수,제수 공급,9700,롯데택배,4000,면세,,표시
수산물,반건조 박대 특대 4미,제수,제수 공급,13300,롯데택배,4000,면세,,표시
수산물,탱글 소라장 350g,제프,제프 공급,7900,롯데택배,4000,과세,,표시
축산물,앞다리 순살족발 450g급,족발,족발 공급,9000,한진택배,4000,과세,,표시
축산물,앞다리 통족발 750g급,족발,족발 공급,9000,한진택배,4000,과세,,표시
간편식품·밀키트,윤기좔좔 통삼겹보쌈 430g급,족발,족발 공급,11000,한진택배,4000,과세,,표시
간편식품·밀키트,겉바속촉 슈바인학센 900g급,족발,족발 공급,13500,한진택배,4000,과세,,표시
수산물,통통 숏다리 오징어 200g,쫄깃,쫄깃 공급,8000,씨제이대한통운 / 롯데택배,4000,과세,,표시
간편식품·밀키트,통통 백진미 500g,쫄깃,쫄깃 공급,20500,씨제이대한통운 / 롯데택배,4000,과세,,표시
수산물,통통 쫄쫄이 오징어 300g,쫄깃,쫄깃 공급,24300,씨제이대한통운 / 롯데택배,4000,면세,,표시
수산물,통통 쫄쫄이 오징어 400g,쫄깃,쫄깃 공급,29500,씨제이대한통운 / 롯데택배,4000,면세,,표시
수산물,통통 쫄쫄이 오징어 500g,쫄깃,쫄깃 공급,34500,씨제이대한통운 / 롯데택배,4000,면세,,표시
수산물,통통 쫄쫄이 오징어 600g,쫄깃,쫄깃 공급,39500,씨제이대한통운 / 롯데택배,4000,면세,,표시
수산물,통통 쫄쫄이 오징어 650g,쫄깃,쫄깃 공급,42000,씨제이대한통운 / 롯데택배,4000,면세,,표시
축산물,꽉찬 소곱창 160g,푸모,푸모 공급,3700,씨제이대한통운,4000,과세,,표시
축산물,한우 곱내장 전골 1.2kg,푸모,푸모 공급,16500,씨제이대한통운,4000,과세,,표시
축산물,한돈 찜갈비 1kg,한돈,한돈 공급,11500,씨제이대한통운,4000,면세,,표시
간편식품·밀키트,버터 피데기 650g급,버피,버피 공급,13700,로젠택배,4000,면세,,표시
농산물·과일,가정용 참송이버섯 500g,참송,참송 공급,12500,한진택배,0,면세,,표시
간편식품·밀키트,흑산도 전통 홍어 500g,홍어,홍어 공급,30500,우체국택배,0,면세,,표시
농산물·과일,딱딱이 복숭아 2kg 로얄과,과일,과일 공급,13000,롯데택배,0,면세,,표시
계란·유제품,1+등급 특란 20구,난각,난각 공급,10100,씨제이대한통운,0,면세,,표시
계란·유제품,1+등급 특란 40구,난각,난각 공급,17200,씨제이대한통운,0,면세,,표시
계란·유제품,1+등급 특란 60구,난각,난각 공급,23000,씨제이대한통운,0,면세,,표시
수산물,건중하새우포 1박스,군컬,군컬 공급,13000,롯데택배,0,면세,,표시
수산물,프리미엄 햇고바멸치 1박스,군컬,군컬 공급,13500,롯데택배,0,면세,,표시
농산물·과일,딱딱이 복숭아 4kg 로얄과,과일,과일 공급,22500,롯데택배,0,면세,,표시
수산물,제주 은갈치 20팩 중,제이,제이 공급,21100,한진택배,0,면세,,표시
수산물,제주 은갈치 40팩 중,제이,제이 공급,36300,한진택배,0,면세,,표시
수산물,제주 순살갈치 5마리,제이,제이 공급,18000,한진택배,0,면세,,표시
수산물,제주 순살갈치 10마리,제이,제이 공급,28000,한진택배,0,면세,,표시
간편식품·밀키트,케일 1kg,래음,래음 공급,10000,로젠택배,0,면세,,표시
간편식품·밀키트,케일 2kg,래음,래음 공급,16500,로젠택배,0,면세,,표시
수산물,특대 9-10미 전복 1kg,완전,완전 공급,22000,로젠택배/우체국택배,0,면세,,표시
수산물,특대 9-10미 전복 2kg,완전,완전 공급,42000,로젠택배/우체국택배,0,면세,,표시
수산물,초특대 7-8미 전복 1kg,완전,완전 공급,23500,로젠택배/우체국택배,0,면세,,표시
수산물,초특대 7-8미 전복 2kg,완전,완전 공급,44000,로젠택배/우체국택배,0,면세,,표시
수산물,임금님 5-6미 전복 1kg,완전,완전 공급,25500,로젠택배/우체국택배,0,면세,,표시
수산물,임금님 5-6미 전복 2kg,완전,완전 공급,46500,로젠택배/우체국택배,0,면세,,표시
수산물,여름보양 반건조 세트,군컬,군컬 공급,33000,롯데택배,0,면세,,표시
농산물·과일,못난이 생표고버섯 3kg,표도,표도 공급,21900,씨제이대한통운/우체국택배,0,면세,,표시
농산물·과일,못난이 생표고버섯 2kg,표도,표도 공급,15600,씨제이대한통운/우체국택배,0,면세,,표시
농산물·과일,못난이 생표고버섯 1kg,표도,표도 공급,9600,씨제이대한통운/우체국택배,0,면세,,표시
수산물,손질 절단꽃게 1.6kg,주첸,주첸 공급,24500,씨제이대한통운,0,면세,,표시
수산물,손질 절단꽃게 800g,주첸,주첸 공급,15000,씨제이대한통운,0,면세,,표시
농산물·과일,잎 제거 고구마순 3kg,래음,래음 공급,20000,로젠택배,0,면세,,표시
농산물·과일,잎 제거 고구마순 2kg,래음,래음 공급,15000,로젠택배,0,면세,,표시
농산물·과일,잎 제거 고구마순 1kg,래음,래음 공급,9500,로젠택배,0,면세,,표시
간편식품·밀키트,일품 순살 돼지왕구이 1+1,구이,구이 공급,29000,롯데택배,0,과세,,표시
농산물·과일,유기농 수미감자 10kg,영합,영합 공급,38000,우체국택배/한진택배,0,면세,,표시
농산물·과일,유기농 수미감자 5kg,영합,영합 공급,20000,우체국택배/한진택배,0,면세,,표시
농산물·과일,유기농 수미감자 3kg,영합,영합 공급,16000,우체국택배/한진택배,0,면세,,표시
농산물·과일,유기농 수미감자 2kg,영합,영합 공급,12000,우체국택배/한진택배,0,면세,,표시
농산물·과일,유기농 수미감자 1kg,영합,영합 공급,9500,우체국택배/한진택배,0,면세,,표시
수산물,벌교 새꼬막 3kg,벌교,벌교 공급,9500,롯데택배,0,면세,,표시
간편식품·밀키트,두근두근 세트 1.2kg,창원,창원 공급,32200,롯데택배,0,면세,,표시
간편식품·밀키트,푸짐 홈파티 세트,창원,창원 공급,30200,롯데택배,0,면세,,표시
수산물,국내산 특왕 반건조 민어 5마리,마진,마진 공급,35000,씨제이대한통운,0,면세,,표시
수산물,연안 급냉 소암게 4kg,인지,인지 공급,60000,우체국택배,0,면세,,표시
수산물,연안 급냉 소숫게 4kg,인지,인지 공급,37000,우체국택배,0,면세,,표시
축산물,1등급 한우 사골세트,창원,창원 공급,21000,씨제이대한통운,0,면세,,표시
농산물·과일,천도복숭아 특대 3kg,과일,과일 공급,25000,롯데택배,0,면세,,표시
농산물·과일,천도복숭아 특대 2kg,과일,과일 공급,18000,롯데택배,0,면세,,표시
